ID,Y,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
NO10294,0,1,0,0,0,3,5,4,4,4,0,0,43,60,740,1,62,558,0.0182,104,45
NO10295,0,2,2,1,1,14,162,15,35,16,0,0,36,46,107,2,0,74,0,60,53
NO10296,0,3,5,4,1,101,304,56,294,108,0,0,25,38,69,0,0,71,0,80,80
NO10297,0,166,83,27,11,188,4603,216,1080,230,0,0,23,115,134,0,0,0,0,447,165
NO10298,0,2,2,1,2,48,680,20,366,50,3,0,34,64,678,1,0,24,0,65,65
NO10299,0,3,0,0,0,20,93,12,93,20,0,0,43,51,499,0,0,559,0,90,90
NO10300,1,263,165,19,10,201,7404,513,1928,237,1,0,27,17,954,0,52,160,0.0169,364,136
NO10301,0,1,0,0,0,20,553,31,210,21,0,2,21,27,344,0,0,365,0,93,51
NO10302,0,24,12,6,0,90,623,58,321,96,0,1,21,115,541,0,5,569,0.0052,2434,240
NO10303,0,3,2,1,0,8,28,13,23,10,0,0,41,41,224,0,4,116,0.0129,186,155
NO10304,0,51,1,1,3,112,823,98,457,125,2,1,26,65,231,1,0,236,0,182,140
NO10305,0,11,0,0,0,31,138,108,135,36,2,0,42,75,671,5,0,721,0,231,56
NO10306,0,4,1,1,1,23,63,54,54,29,0,0,23,44,383,0,0,382,0,126,33
NO10307,0,2,0,0,0,9,101,29,81,11,0,0,45,61,241,0,38,91,0.0305,75,13
NO10308,0,0,0,0,0,3,3,3,3,3,0,0,30,32,996,2,47,310,0.0121,410,204
NO10309,0,97,28,16,2,173,966,131,725,223,2,0,36,34,107,0,1,25,0.0077,66,66
NO10310,0,86,7,5,0,146,823,83,603,209,2,0,28,20,233,1,19,254,0.0118,694,694
NO10311,0,5,5,1,0,15,290,45,48,21,6,0,21,44,238,0,50,99,0.0445,350,115
NO10312,0,188,5,5,7,108,1109,339,1103,130,1,0,46,89,1045,1,0,1081,0,48,39
NO10313,0,6,0,0,0,17,26,23,25,24,0,0,32,20,572,5,20,113,0.0109,104,50
NO10314,0,20,1,0,0,55,471,48,94,72,1,0,39,55,422,0,38,29,0.0264,227,82
NO10315,0,21,3,3,0,101,431,102,312,110,0,0,41,37,508,0,0,437,0,172,162
NO10316,0,55,8,3,2,110,425,93,339,139,3,0,32,31,1686,7,0,1787,0,41,41
NO10317,0,101,3,1,3,118,1020,120,631,193,1,0,45,29,198,0,5,82,0.0199,309,129
NO10318,0,21,3,3,1,143,468,134,431,156,0,0,22,40,1013,0,0,964,0,47,47
NO10319,0,13,41,2,1,54,348,125,328,56,4,1,31,38,233,1,0,43,0,465,465
NO10320,0,104,31,13,2,98,1102,54,535,120,2,1,21,51,311,0,15,8,0.0181,204,183
NO10321,0,0,0,0,0,40,82,51,66,41,0,0,26,46,831,0,13,849,0.0094,341,341
NO10322,0,3,1,1,0,49,124,102,116,52,0,0,22,50,467,2,170,486,0.0554,202,136
NO10323,0,0,0,0,0,6,6,6,6,6,0,0,39,50,451,2,0,196,0,3135,537
NO10324,0,79,28,3,0,177,3956,81,573,233,0,1,23,69,578,0,0,585,0,437,126
NO10325,0,65,1,1,0,115,2564,134,663,121,0,0,32,31,381,1,30,36,0.0169,183,81
NO10326,0,7,2,2,0,9,21,21,21,17,2,0,36,73,433,0,0,463,0,440,157
NO10327,0,99,20,10,3,116,1035,152,595,146,0,0,26,60,890,1,16,774,0.0153,912,542
NO10328,0,29,25,10,1,109,1760,59,443,126,0,0,21,22,134,0,1,160,0.0063,141,140
NO10329,0,42,33,14,2,103,825,130,353,132,0,0,27,50,163,1,0,177,0,561,148
NO10330,0,6,0,0,0,26,67,66,66,29,2,0,36,30,261,1,63,42,0.0657,71,71
NO10331,0,120,24,5,0,131,1125,88,549,214,2,0,33,31,154,0,0,164,0,488,116
NO10332,0,0,0,0,1,9,24,12,13,10,2,0,32,59,339,0,0,340,0,100,100
NO10333,0,1,1,1,0,59,2805,81,357,62,0,0,21,28,414,2,22,57,0.0069,141,42
NO10334,0,9,1,1,1,43,161,59,118,52,1,1,30,30,134,1,7,137,0.0314,205,205
NO10335,0,5,1,1,0,9,84,12,18,13,0,1,25,45,683,0,0,708,0,21,21
NO10336,0,8,6,3,1,10,97,7,34,13,0,0,21,16,476,3,40,283,0.0334,1662,521
NO10337,0,26,0,0,2,23,57,56,56,39,1,1,34,27,82,0,31,78,0.1205,107,48
NO10338,0,35,23,7,1,124,2444,13,550,127,0,0,22,65,904,0,0,873,0,260,235
NO10339,0,5,0,0,0,75,163,12,76,80,0,2,26,51,94,1,52,10,0.0909,116,97
NO10340,0,9,0,0,0,55,171,19,169,61,2,0,32,19,299,1,66,312,0.051,441,409
NO10341,0,100,15,7,5,228,2541,139,955,276,0,0,29,89,710,0,0,739,0,,
NO10342,0,4,2,2,0,14,151,61,143,19,10,1,21,116,421,0,0,421,0,435,371
NO10343,0,5,12,3,0,34,417,39,160,36,0,0,32,54,301,0,0,134,0,505,265
NO10344,0,2,0,0,0,9,28,9,15,10,0,1,27,83,397,0,0,25,0,627,226
NO10345,0,57,7,3,1,113,3861,71,616,136,0,0,27,68,641,0,0,656,0,1290,120
NO10346,0,8,10,6,0,38,85,84,84,52,0,0,40,31,502,2,0,544,0,32,32
NO10347,0,28,2,2,1,30,104,104,104,46,1,0,22,40,319,1,0,354,0,45,45
NO10348,0,108,13,7,8,158,1057,111,611,211,1,0,31,29,885,2,0,944,0,662,402
NO10349,0,0,0,0,0,4,19,2,9,4,0,0,34,68,301,1,0,145,0,132,132
NO10350,0,245,52,14,9,197,4453,323,1370,269,1,0,21,67,559,2,107,665,0.0315,804,332
NO10351,0,14,0,0,0,138,4337,93,1182,142,0,1,21,76,339,0,3,348,0.0086,217,198
NO10352,0,85,19,8,2,146,943,284,664,168,0,0,27,63,220,1,0,205,0,156,156
NO10353,0,10,12,4,0,74,227,85,215,78,2,0,31,45,285,3,0,303,0,64,64
NO10354,0,188,101,31,4,199,4051,181,1226,258,0,0,22,51,163,4,0,182,0,302,58
NO10355,0,15,2,1,1,77,3065,55,552,85,0,0,31,33,785,1,17,607,0.0094,279,250
NO10356,0,70,32,13,7,136,1157,167,688,163,5,0,43,39,119,0,12,19,0.0405,90,20
NO10357,0,31,5,3,3,81,2174,96,611,91,0,0,26,116,641,1,0,466,0,442,114
NO10358,0,46,12,3,1,160,887,253,556,172,17,0,25,99,209,0,17,239,0.0377,2516,465
NO10359,0,26,7,3,2,116,1274,52,331,130,0,0,28,68,426,0,0,428,0,3416,581
NO10360,1,408,59,14,13,503,8777,361,2140,614,1,1,26,169,767,0,0,799,0,2482,743
NO10361,0,1,0,0,0,5,8,8,8,6,0,0,45,43,220,0,0,219,0,25,25
NO10362,0,9,5,3,0,46,135,37,124,51,0,0,34,51,376,2,0,405,0,647,255
NO10363,0,9,0,0,0,12,26,14,26,20,0,0,43,45,549,1,0,575,0,153,153
NO10364,0,6,1,1,1,13,37,28,32,21,0,0,31,67,491,3,0,484,0,15,13
NO10365,0,66,10,4,2,125,750,42,458,152,0,0,29,41,604,5,12,667,0.0075,280,239
NO10366,0,17,2,2,0,76,290,142,282,88,2,1,26,73,174,4,0,62,0,252,245
NO10367,0,2,5,2,0,91,2904,74,593,93,0,0,29,41,341,1,63,52,0.0537,769,338
NO10368,0,0,0,0,0,5,9,6,6,5,0,0,27,36,436,0,0,441,0,24,24
NO10369,0,0,1,1,1,90,412,59,315,91,0,0,26,33,529,0,0,468,0,298,298
NO10370,0,7,1,1,0,58,139,113,134,64,0,0,30,17,649,3,0,660,0,156,156
NO10371,0,53,7,4,4,40,213,210,210,49,1,0,26,52,428,1,0,445,0,996,965
NO10372,0,8,5,4,0,158,1024,81,551,165,12,1,21,99,385,1,0,401,0,459,444
NO10373,0,4,0,0,0,16,39,16,35,20,0,0,39,16,418,2,40,422,0.0509,319,302
NO10374,0,32,6,4,0,141,2359,134,620,149,0,1,24,123,156,1,0,170,0,386,190
NO10375,0,0,0,0,0,62,762,40,221,62,0,1,35,77,1265,3,0,1329,0,2402,290
NO10376,0,101,96,27,9,240,2496,383,1726,282,1,0,23,150,274,1,0,321,0,72,70
NO10377,0,93,13,7,8,285,1317,237,1129,305,12,0,31,69,751,0,0,757,0,384,380
NO10378,0,2,3,2,1,46,781,78,314,49,0,0,27,132,1074,2,0,587,0,92,92
NO10379,0,38,7,3,0,131,4035,107,756,136,0,0,32,28,2317,0,27,1875,0.0045,1393,228
NO10380,0,18,4,3,2,94,1006,81,554,103,1,0,25,88,275,1,0,269,0,3056,721
NO10381,0,2,0,0,0,85,252,12,160,88,0,1,47,43,1260,0,55,1332,0.0105,765,755
NO10382,0,71,33,12,0,160,3032,140,1064,176,0,0,36,46,101,0,0,87,0,16,16
NO10383,0,37,14,10,2,176,630,80,548,197,0,0,24,65,306,3,0,319,0,152,152
NO10384,0,14,1,1,0,19,75,75,75,29,1,0,34,35,335,1,14,341,0.0292,432,82
NO10385,0,41,16,5,1,105,1169,140,440,112,0,0,24,50,295,0,19,246,0.0063,104,8
NO10386,0,16,5,3,0,13,58,48,48,23,1,0,40,33,281,1,11,284,0.0102,61,61
NO10387,1,21,10,5,0,48,195,56,159,63,0,0,27,27,193,0,2,171,0.01,106,16
NO10388,0,149,41,18,9,187,3383,192,992,222,0,0,33,110,433,0,0,322,0,695,145
NO10389,0,94,4,0,2,126,1507,114,618,140,1,0,40,76,247,0,0,259,0,844,271
NO10390,0,26,5,4,1,37,474,36,145,48,0,1,36,58,512,4,10,533,0.0056,330,44
NO10391,0,3,1,1,0,14,56,12,20,16,0,0,36,33,75,0,0,41,0,31,31
NO10392,0,8,4,3,1,44,1306,30,231,51,0,0,44,62,726,2,0,778,0,1161,378
NO10393,0,1,0,0,1,33,351,83,264,34,0,1,38,66,222,1,155,126,0.0714,270,56
NO10394,0,16,0,0,1,77,313,102,289,95,0,0,51,52,659,2,5,697,0.0042,437,157
NO10395,0,73,19,1,2,221,5265,317,1448,241,0,0,33,99,1100,0,0,909,0,997,167
NO10396,0,108,9,5,6,112,2702,243,1030,138,0,0,28,102,261,2,0,289,0,703,508
NO10397,0,25,14,11,1,84,625,71,394,100,0,1,26,72,460,2,0,414,0,788,542
NO10398,0,24,5,4,1,37,147,69,139,47,0,0,38,50,224,0,0,226,0,92,52
NO10399,0,29,12,4,2,74,987,102,779,79,0,0,21,46,518,2,36,37,0.0241,1144,332
NO10400,0,67,11,2,1,98,3053,140,859,126,4,0,25,69,376,0,0,380,0,1077,438
NO10401,0,56,5,5,2,180,586,186,525,213,7,0,36,40,1635,0,18,1660,0.0065,374,374
NO10402,0,65,15,9,4,104,5090,274,1047,129,1,0,27,57,564,0,68,320,0.0361,116,50
NO10403,0,2,0,0,0,19,86,10,59,20,0,0,27,74,373,0,0,33,0,185,115
NO10404,0,14,7,3,0,118,1448,111,364,119,0,1,21,63,168,0,0,42,0,503,442
NO10405,0,23,6,4,2,97,1275,77,238,109,0,2,21,116,280,1,0,301,0,418,54
NO10406,0,3,0,0,0,27,52,52,52,29,0,0,40,23,198,0,0,207,0,36,22
NO10407,1,15,0,0,0,74,318,150,222,86,0,2,28,35,1081,0,15,842,0.0052,1663,645
NO10408,1,274,34,15,13,255,2036,365,1262,358,21,1,38,123,167,0,0,168,0,609,544
NO10409,0,28,3,2,0,87,592,126,295,108,2,1,28,38,473,2,0,0,0,220,23
NO10410,0,66,63,5,1,106,1601,69,653,120,0,0,22,18,507,0,0,518,0,,
NO10411,1,0,0,0,0,13,22,22,22,13,0,0,52,19,232,1,0,158,0,55,55
NO10412,0,95,2,1,1,130,1114,51,454,171,5,0,32,41,581,0,0,601,0,216,216
NO10413,0,35,1,1,0,78,1960,72,544,82,0,0,33,60,376,0,40,251,0.0365,699,252
NO10414,0,46,18,5,2,104,2856,53,490,116,0,0,24,63,99,6,0,19,0,287,247
NO10415,0,47,8,2,0,122,7313,228,2014,125,0,0,21,79,180,2,12,119,0.0274,485,485
NO10416,0,8,0,0,1,30,171,40,55,36,0,1,29,63,438,1,0,324,0,927,210
NO10417,0,17,0,0,0,106,3291,112,1035,119,0,0,24,32,446,0,3,472,0.0063,355,113
NO10418,0,15,9,5,0,81,288,146,282,95,2,0,28,97,1665,1,0,1755,0,193,189
NO10419,0,18,7,2,0,62,805,94,485,74,1,0,29,65,351,1,0,42,0,187,187
NO10420,0,19,3,2,1,45,400,23,110,57,0,1,33,54,449,1,37,467,0.0209,2550,279
NO10421,1,504,62,41,48,416,5470,748,4259,537,2,0,25,79,147,0,0,155,0,531,318
NO10422,0,65,87,26,2,193,4227,187,1575,221,0,0,24,67,514,1,0,543,0,1161,867
NO10423,0,1,3,3,0,51,212,81,209,53,0,0,37,44,212,0,0,216,0,43,43
NO10424,0,184,38,17,11,198,3043,510,1940,231,1,1,26,125,184,1,0,163,0,231,187
NO10425,0,44,39,11,3,122,2539,88,701,146,0,0,26,45,422,0,0,425,0,422,232
NO10426,0,121,9,5,2,200,1045,223,823,222,1,0,33,34,302,0,0,303,0,4,4
NO10427,0,62,10,3,2,60,2248,44,371,76,0,0,21,82,352,1,0,125,0,1551,353
NO10428,0,98,12,8,6,153,1369,405,1295,175,0,0,22,48,502,2,45,537,0.0223,214,214
NO10429,0,32,5,2,2,134,2691,82,509,148,0,0,31,141,860,1,0,318,0,584,108
NO10430,0,3,3,3,0,53,277,93,122,57,0,0,43,145,539,1,66,494,0.0276,197,40
NO10431,0,15,9,5,0,59,454,34,247,66,0,0,32,45,314,2,4,346,0.0086,337,337
NO10432,1,378,159,24,8,624,10442,340,2212,734,0,0,42,187,251,1,0,273,0,467,173
NO10433,0,0,0,0,0,7,17,8,9,8,1,0,20,69,1152,0,0,1037,0,1252,266
NO10434,0,215,37,24,24,378,10130,427,2369,450,1,0,31,178,1125,1,0,108,0,2339,153
NO10435,0,0,0,0,0,12,32,7,12,13,0,1,37,29,388,3,12,410,0.0171,5,4
NO10436,0,19,10,3,0,103,2205,58,559,111,0,0,23,73,389,3,15,170,0.0199,970,344
NO10437,0,3,0,0,1,14,28,26,27,18,0,0,35,49,265,2,0,277,0,124,124
NO10438,0,40,6,2,2,81,533,45,139,116,1,0,42,27,151,2,22,163,0.0355,5,5
NO10439,0,176,30,11,5,259,1906,288,1400,294,15,2,39,91,283,1,0,342,0,134,103
NO10440,0,175,13,8,1,236,2470,117,985,329,6,0,45,31,1433,0,25,1081,0.0095,516,136
NO10441,0,4,0,0,0,18,382,22,62,20,0,0,33,20,525,1,75,99,0.0361,1442,931
NO10442,0,8,6,5,0,54,1328,68,419,57,0,0,24,68,161,0,20,173,0.0343,425,78
NO10443,0,5,1,1,1,10,129,2,25,14,0,0,27,29,399,1,0,9,0,176,176
NO10444,0,11,2,2,0,34,68,22,59,44,0,0,39,24,730,2,30,75,0.0171,736,93
NO10445,0,131,47,23,3,159,778,420,775,236,1,0,47,149,160,2,5,136,0.0062,57,57
NO10446,0,11,5,3,0,30,604,37,230,34,0,0,21,58,497,0,43,508,0.0255,374,269
NO10447,0,3,4,2,0,32,139,8,68,35,0,1,29,36,644,1,44,352,0.0192,518,412
NO10448,0,115,20,11,3,237,655,92,648,275,0,0,37,66,147,0,22,54,0.0254,31,25
NO10449,0,1,0,0,0,18,60,44,44,19,0,0,24,24,501,2,471,532,0.0545,1,1
NO10450,0,71,10,6,0,160,820,118,375,218,1,1,38,57,1424,0,0,655,0,133,70
NO10451,0,115,11,5,1,216,2307,135,841,262,0,0,31,30,366,2,31,172,0.0172,549,85
NO10452,0,193,43,8,12,412,4715,262,1860,509,3,0,31,54,926,1,0,980,0,886,291
NO10453,0,15,12,7,0,68,140,129,129,82,0,0,30,25,561,2,86,161,0.0256,251,251
NO10454,0,15,2,0,2,67,542,39,256,72,0,0,21,43,330,1,0,18,0,68,68
NO10455,0,96,26,12,2,238,1440,132,817,283,23,0,38,108,714,0,0,765,0,419,330
NO10456,0,48,14,11,1,185,1099,247,1068,210,0,0,29,62,1761,0,0,1907,0,338,338
NO10457,0,4,2,1,0,89,377,74,370,89,4,0,34,43,492,3,0,55,0,269,269
NO10458,0,23,8,4,0,107,409,76,289,122,1,0,26,26,384,0,156,422,0.065,105,105
NO10459,0,2,0,0,0,7,20,4,15,8,0,0,31,32,314,0,12,58,0.0199,1085,421
NO10460,0,0,0,0,0,3,3,3,3,3,0,0,21,30,729,0,17,261,0.0141,1,1
NO10461,0,1,12,1,0,12,35,35,35,14,0,0,21,43,249,0,0,210,0,262,262
NO10462,0,61,5,4,1,107,1213,57,410,127,0,0,31,52,254,1,0,257,0,267,232
NO10463,0,1,1,0,0,8,290,19,101,9,0,1,36,41,604,0,4,588,0.0049,72,72
NO10464,0,3,1,1,0,16,35,3,23,18,0,3,24,113,307,2,0,319,0,533,96
NO10465,0,32,8,5,4,133,432,46,417,148,0,0,21,51,798,2,0,866,0,252,252
NO10466,0,0,0,0,0,1,1,1,1,1,0,0,24,30,183,1,30,34,0.0592,825,412
NO10467,0,50,5,4,3,74,200,85,181,121,0,2,39,116,416,1,0,444,0,3,1
NO10468,0,111,17,7,14,146,855,193,481,197,3,0,29,69,321,0,6,333,0.012,367,208
NO10469,0,7,3,2,0,42,300,38,86,51,0,2,29,51,573,0,42,602,0.0266,146,131
NO10470,0,29,4,3,0,90,264,134,246,106,13,0,28,29,889,0,0,947,0,27,27
NO10471,0,227,10,8,4,125,3099,203,1122,169,3,0,22,38,368,1,13,385,0.0156,207,61
NO10472,0,21,2,2,1,68,310,40,284,78,1,0,30,19,74,2,113,62,0.2436,30,29
NO10473,0,23,0,0,0,55,819,56,173,72,0,2,32,72,786,2,0,739,0,410,284
NO10474,0,14,1,1,1,78,1118,57,832,83,0,0,24,35,121,1,8,120,0.0244,200,200
NO10475,0,38,69,11,0,135,1527,100,452,156,0,0,52,49,481,4,0,39,0,192,61
NO10476,0,5,3,2,0,47,267,178,248,56,9,0,20,61,392,0,0,398,0,60,60
NO10477,0,6,1,1,0,20,51,21,39,25,0,0,20,43,391,0,20,9,0.0176,120,75
NO10478,0,0,0,0,0,3,3,1,2,3,0,1,40,52,233,1,0,20,0,,
NO10479,0,139,37,10,9,201,4039,161,960,231,0,0,25,101,712,4,0,803,0,2015,509
NO10480,0,17,2,2,2,100,1227,378,868,109,0,0,24,71,446,0,0,470,0,1828,532
NO10481,0,30,2,2,2,82,200,178,197,102,0,0,21,23,418,0,2,304,0.0044,400,23
NO10482,0,8,6,2,0,18,98,38,80,20,0,0,29,79,375,0,0,289,0,255,166
NO10483,0,27,68,14,0,161,731,115,614,173,0,0,21,40,479,4,0,517,0,662,654
NO10484,1,64,1,1,1,96,1474,76,271,131,0,0,30,41,477,1,0,488,0,573,170
NO10485,0,81,21,4,4,230,4220,93,813,269,0,0,31,77,1264,2,0,1311,0,675,240
NO10486,0,214,151,21,3,355,5805,223,1639,426,0,1,33,139,339,1,5,368,0.0109,,
NO10487,0,3,7,4,0,39,80,76,79,47,0,0,24,19,519,0,120,532,0.0618,430,208
NO10488,0,10,0,0,0,189,1205,243,571,192,1,0,29,24,221,1,43,227,0.0573,59,59
NO10489,0,33,10,5,0,112,2589,151,631,127,0,0,26,22,442,0,46,58,0.0363,2900,405
NO10490,0,45,12,4,1,99,2751,57,529,106,0,0,23,20,387,1,7,252,0.0098,70,15
NO10491,0,34,28,5,5,123,2847,62,516,142,2,1,20,126,326,0,0,0,0,212,170
NO10492,0,0,0,0,0,50,620,20,429,50,1,1,36,62,698,0,14,170,0.0064,18,15
NO10493,0,13,2,2,0,31,77,65,77,37,0,0,30,39,177,0,0,237,0,24,24
NO10494,0,21,5,4,3,113,562,110,549,125,10,0,30,45,335,0,0,336,0,580,414
NO10495,0,2,0,0,0,13,41,41,41,16,1,0,35,48,160,1,0,162,0,108,46
NO10496,0,163,3,0,1,169,3021,95,751,251,1,0,44,14,1163,1,53,613,0.0176,,
NO10497,0,211,87,18,19,177,3973,225,971,214,1,0,27,98,304,1,0,321,0,739,204
NO10498,0,171,85,28,8,167,2771,361,851,217,0,0,22,58,228,0,0,275,0,475,234
NO10499,0,49,3,3,2,57,431,16,183,92,2,0,44,16,182,1,28,207,0.0628,803,126
NO10500,0,27,0,0,0,86,1318,135,785,91,0,0,27,24,387,0,4,293,0.0097,80,80
NO10501,0,0,0,0,0,10,11,10,11,10,0,0,39,32,172,2,26,77,0.0659,30,12
NO10502,0,7,3,2,1,14,322,7,154,16,0,0,24,27,564,0,29,471,0.0238,18,13
NO10503,0,9,3,2,0,113,737,93,518,117,0,0,22,30,741,0,0,779,0,2,2
NO10504,0,8,7,5,0,96,325,107,312,107,1,0,23,33,353,0,0,367,0,140,140
NO10505,0,146,19,11,7,177,4589,146,719,255,8,0,25,58,477,2,0,334,0,370,255
NO10506,0,151,43,15,4,276,4805,203,1101,332,0,0,47,94,1290,1,1,1340,0.0007,441,239
NO10507,0,14,0,0,1,85,373,86,354,93,0,0,34,23,581,1,64,527,0.0321,100,90
NO10508,0,48,7,5,0,191,1510,79,902,206,2,0,23,53,588,0,0,599,0,252,252
NO10509,0,39,9,3,0,57,136,107,134,77,0,0,32,33,220,0,0,186,0,132,86
NO10510,0,75,19,7,2,188,1381,151,668,217,5,1,25,103,362,1,13,337,0.0222,141,141
NO10511,0,69,21,9,8,68,712,148,528,80,0,0,31,62,175,0,0,146,0,294,294
NO10512,0,3,1,1,0,12,20,13,20,16,0,0,44,31,727,0,0,762,0,138,138
NO10513,0,0,0,0,0,6,7,5,5,6,0,0,35,60,315,1,0,329,0,105,103
NO10514,0,3,4,3,0,37,147,130,146,43,0,0,26,42,250,0,0,254,0,41,40
NO10515,0,130,44,15,9,174,3569,347,1346,203,0,1,26,119,356,0,0,390,0,2011,66
NO10516,0,19,3,3,3,80,482,44,115,97,0,0,34,47,505,1,0,31,0,154,154
NO10517,0,15,0,0,1,25,559,11,135,28,0,0,31,57,301,0,0,279,0,1200,1031
NO10518,0,29,2,1,0,70,989,168,673,93,0,0,25,64,98,0,0,44,0,213,170
NO10519,0,56,49,8,0,94,3507,91,612,113,0,0,22,40,227,1,55,194,0.0675,164,28
NO10520,0,3,0,0,0,16,217,8,34,17,0,0,21,43,193,0,9,124,0.0242,40,40
NO10521,0,18,0,0,3,15,83,44,69,25,0,1,42,40,723,2,32,739,0.0117,115,3
NO10522,0,44,1,1,0,113,1445,73,702,138,0,0,30,37,287,3,1,217,0.0034,139,57
NO10523,0,8,1,1,0,89,885,110,399,98,0,0,22,52,433,0,0,46,0,941,403
NO10524,0,44,39,4,0,179,1375,148,750,190,1,0,28,59,228,4,0,175,0,102,102
NO10525,0,2,0,0,1,61,188,78,135,63,0,0,30,34,598,0,12,634,0.0142,108,108
NO10526,0,104,21,9,2,168,1214,224,1071,207,7,2,30,135,624,6,0,707,0,1178,758
NO10527,0,5,3,2,0,20,37,36,37,24,0,0,27,41,57,1,0,12,0,742,725
NO10528,0,55,1,1,1,22,215,46,119,40,0,1,30,56,98,2,21,123,0.0407,122,63
NO10529,0,100,12,8,7,93,1275,188,487,111,1,0,28,58,363,0,11,364,0.0165,149,79
NO10530,0,37,8,4,1,57,346,117,216,69,8,0,29,52,1055,0,2,1092,0.0018,5,5
NO10531,0,73,4,3,4,147,966,92,482,175,11,0,28,105,692,0,0,708,0,903,286
NO10532,0,67,65,15,5,121,5052,123,1028,139,2,0,31,30,709,2,22,385,0.0054,,
NO10533,0,82,14,2,3,62,552,184,493,87,15,0,24,25,373,2,4311,383,0.3081,492,164
NO10534,0,17,7,4,1,52,167,11,118,64,0,0,30,30,238,0,37,223,0.0271,1042,564
NO10535,0,113,20,4,5,45,869,120,451,55,0,0,44,58,309,0,0,318,0,93,31
NO10536,0,0,0,0,0,2,2,2,2,2,0,0,25,46,315,2,0,323,0,346,216
NO10537,0,34,7,4,1,103,966,39,269,120,0,1,36,63,514,0,0,164,0,980,394
NO10538,0,16,6,5,1,152,354,49,348,174,0,0,31,223,1764,0,0,1858,0,708,346
NO10539,0,2,0,0,0,13,16,14,15,15,0,0,48,18,195,0,16,79,0.0288,79,32
NO10540,0,28,3,3,2,78,407,117,275,90,2,0,25,94,157,2,0,207,0,1061,672
NO10541,0,3,3,3,2,83,9480,306,2046,89,0,0,22,44,383,0,556,362,0.0519,23,11
NO10542,0,1,2,1,0,19,98,18,44,19,1,0,37,46,340,4,6,302,0.0109,577,446
NO10543,0,5,4,3,1,22,243,57,212,30,0,0,24,57,310,3,0,315,0,259,259
NO10544,0,214,40,28,25,213,4501,399,1697,259,2,0,23,89,481,0,0,486,0,163,112
NO10545,0,5,0,0,0,60,263,59,253,62,0,0,23,36,327,0,0,335,0,138,138
NO10546,0,44,7,6,6,232,10012,381,2672,271,0,1,30,158,1352,2,0,1237,0,2802,680
NO10547,0,29,0,0,2,85,428,71,359,93,0,0,40,25,478,1,0,478,0,315,315
NO10548,0,0,0,0,0,4,4,2,4,4,0,0,31,41,138,0,0,38,0,26,25
NO10549,0,52,12,5,0,187,5382,68,1017,207,0,1,24,56,787,1,9,43,0.0092,412,321
NO10550,0,27,2,1,1,94,2511,74,655,97,0,0,36,22,412,1,11,424,0.0118,1030,204
NO10551,0,28,2,2,0,73,1024,105,198,99,0,0,28,51,1399,1,24,1435,0.0055,3193,249
NO10552,0,89,23,12,1,120,3266,130,1147,151,0,1,22,65,412,3,19,68,0.0128,550,547
NO10553,0,9,11,4,2,56,286,94,278,63,0,0,34,32,471,0,27,484,0.0144,84,84
NO10554,0,6,3,2,0,99,1531,65,313,100,1,0,23,31,164,0,8,179,0.033,252,252
NO10555,0,10,3,2,1,95,2904,121,552,99,0,0,33,54,1195,0,0,1028,0,1982,165
NO10556,0,13,3,2,0,63,294,47,176,73,1,0,25,71,311,0,4,208,0.0059,342,84
NO10557,0,8,3,1,0,23,95,56,60,25,0,1,39,70,440,0,0,445,0,545,54
NO10558,0,0,0,0,0,3,5,4,4,4,0,2,36,42,198,10,0,69,0,149,149
NO10559,0,74,5,4,3,137,712,116,314,187,1,0,26,48,1153,1,0,578,0,1252,38
NO10560,0,11,3,2,2,60,783,27,167,69,0,0,32,84,1051,2,0,1052,0,1498,171
NO10561,0,48,6,3,2,129,1851,101,592,138,0,1,23,56,449,4,4,468,0.0074,1336,358
NO10562,0,45,17,8,0,124,2205,120,721,137,9,0,25,57,575,3,1,163,0.0014,102,102
NO10563,0,6,3,2,1,68,1458,64,462,73,0,0,21,34,534,1,92,472,0.0393,1389,403
NO10564,0,3,6,3,0,60,383,28,161,65,4,0,42,41,838,1,0,808,0,426,278
NO10565,0,0,0,0,0,22,86,71,79,24,1,0,21,29,275,1,0,288,0,7,7
NO10566,0,118,3,3,2,157,2083,54,369,239,0,0,21,55,866,0,0,645,0,563,86
NO10567,0,12,1,1,1,45,181,102,148,54,5,0,40,169,610,0,0,462,0,984,314
NO10568,0,22,0,0,2,37,92,90,90,51,1,2,50,100,244,0,0,219,0,194,97
NO10569,0,5,1,1,0,48,137,70,108,52,0,0,37,73,369,1,14,408,0.0196,192,192
NO10570,0,46,0,0,0,106,383,149,382,129,1,0,21,69,305,2,0,326,0,262,178
NO10571,0,10,12,2,2,13,178,28,79,17,0,0,39,18,614,1,19,642,0.0198,33,33
NO10572,0,69,8,4,4,77,952,247,776,95,2,0,44,123,1310,2,2,1351,0.0007,58,58
NO10573,0,68,26,12,8,150,935,83,575,181,0,1,21,55,275,0,0,281,0,225,202
NO10574,0,7,0,0,0,20,74,27,56,21,0,0,35,105,571,3,0,480,0,200,38
NO10575,0,43,3,3,0,138,487,158,479,162,12,0,40,67,610,0,0,675,0,86,86
NO10576,0,15,7,2,1,11,44,43,44,21,0,0,31,51,242,2,0,243,0,166,76
NO10577,0,155,27,5,4,206,5037,96,780,281,4,1,36,185,1747,1,4,1789,0.0011,592,294
