custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,first_transaction_time,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_query_time,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_latest_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,status
1541010,0.01,0.97,3000,1.29,0.4,0.68,18,6,7,2,0,10890,0,34,20110103,530250,337,0.3,104860,7,3200,0.05,1340,0.5,1,5,6,5,6,3,1,12,12,210160,2410,7,0,0,43480,0,2695,83,549,76,21,9,9,28,43207,1,7,13,502,73,74,68,7,27,11,16,1,4,33,98,27,1,1,356,43210,1800,71,16,16,4100,1818,7600,79,11,12,13800,5945,20,17,0
1617789,0.01,0.99,2000,0.92,0.48,0.274,13,148,126,1,0,5910,0,10,20160601,115970,78,0.2,17220,6,970,0.05,1240,0.45,1,1,38,1,38,1,1,4,4,507,4570,12,0,0,14870,0,719,101,528,78,14,6,4,19,43204,3,6,11,527,76,51,39,12,23,7,16,1,2,12,56,29,0,1,356,43221,2000,75,16,17,3000,1743,21500,77,7,7,44400,14628,23,6,1
1145734,0,0.98,0,2.86,0.43,0.503,15,12,10,3,0,3670,0,18,20140703,265770,189,1,22590,6,3970,1,1500,0.45,1,0,6,0,6,0,1,3,3,0,0,6,0,0,12530,0,1418,156,544,79,27,12,8,45,43225,15,34,37,508,77,60,58,1,22,8,14,3,9,30,79,7,8,1,359,43214,2700,77,14,17,4700,2014,5400,78,8,8,16800,5500,2,13,0
2804366,0.01,0.99,900,2.01,0.51,0.219,18,34,22,3,0,17350,0,26,20131221,107530,141,0.7,20100,6,1860,1,1160,0.5,1,0,33,0,33,0,0,1,5,0,710,5,0,0,1540,0,1612,83,628,78,3,3,0,3,43187,0,2,2,600,76,10,9,0,5,2,3,0,0,3,10,2,0,0,345,43075,2000,73,3,3,2500,1433,18800,80,2,2,21600,17700,40,152,0
2474889,0.02,0.96,200,0.91,0.65,0.575,22,14,16,4,0,17280,0,33,20131025,370010,263,0.4,71110,6,8620,0.15,1070,0.5,1,7,8,7,8,0,2,15,15,1229961,1100,6,0,1210,12360,0,1669,84,542,75,20,11,6,31,43220,6,8,23,504,75,84,65,10,27,9,18,0,2,24,83,38,0,0,355,43174,2100,74,18,19,3700,1855,6500,79,9,10,14400,5255,7,53,1
128330,0,1,4000,8.76,1,0.258,17,20,34,2,1,30,0,21,20160609,106250,139,1,4940,7,2270,1,1330,0.55,1,0,20,0,30,0,0,3,3,0,0,2,0,0,6650,0,711,83,558,74,13,6,3,25,43226,13,14,18,502,75,18,14,3,11,3,8,0,3,7,26,11,1,0,346,43169,1900,72,8,8,2700,1600,11300,80,3,3,21000,9400,1,58,0
1951788,0,1,300,1,1,0.513,17,17,34,3,1,23720,0,21,20160605,362880,212,1,49340,8,1440,1,1340,0.45,1,0,8,0,8,0,6,6,6,0,0,9,0,0,28140,0,715,88,514,75,14,7,4,17,43204,5,6,10,507,75,105,88,8,30,8,22,1,6,37,112,64,0,1,356,43224,2100,74,22,23,3100,1800,6600,80,8,8,16800,5687,23,3,1
1728970,0,1,0,1.17,0.92,0.374,12,11,9,2,0,9900,0,12,20161128,124370,107,1,0,5,2770,1,1140,0.5,3,0,6,0,6,0,0,7,7,0,0,3,0,0,0,0,539,198,527,78,4,3,0,4,43211,1,2,3,482,75,22,20,1,12,5,7,0,0,3,24,3,0,0,347,43077,2400,72,7,7,3900,1885,8000,82,5,5,13200,8580,16,150,0
1871313,0,0.88,1000,0.88,1,0.586,23,22,26,2,0,35570,0,14,20170117,765290,216,0.3,104460,7,25460,0.1,1670,0.4,3,10,22,10,22,0,0,4,4,1709035,1990,9,0,1860,47800,0,489,83,551,80,24,7,7,31,43206,11,17,18,516,74,79,78,2,30,10,20,1,3,26,93,4,1,0,340,43219,2900,73,20,22,8100,2455,25300,79,10,11,85800,20360,21,8,0
2106522,0.01,0.97,20000,0.71,0.92,0.441,17,14,14,3,1,14030,0,46,20140111,298790,254,0.3,63180,7,14030,0.15,1400,0.55,1,14,14,14,14,0,1,2,5,463632,2540,6,0,0,38740,0,1591,85,588,78,16,9,6,23,43223,3,13,19,564,75,56,56,1,19,4,15,2,3,22,63,6,2,0,359,43210,2000,73,15,16,3100,1760,14900,80,4,4,18000,9000,4,17,0
1812156,0,0.73,2500,1.97,1,0.7,25,11,6,3,0,7200,0,24,20160329,1052910,337,0.3,116470,8,11300,0.05,1570,0.45,1,11,11,11,11,0,6,10,10,174,2500,27,0,2500,60730,0,783,82,511,75,20,10,9,27,43220,2,12,21,468,75,89,69,6,29,14,15,0,5,36,92,53,0,0,356,43173,2400,73,15,16,5100,1993,15100,77,14,16,29400,12450,7,54,1
3110298,0.03,0.97,0,0.61,0.56,0.197,12,24,24,3,1,13330,0,18,20150725,65820,85,0.5,12290,6,2140,0.4,770,0.6,1,5,24,5,24,1,0,1,2,0,2370,2,0,0,15650,0,1031,89,630,75,2,1,1,3,42969,0,0,0,588,76,14,12,0,5,2,3,0,0,3,19,3,0,0,357,43096,2500,74,3,3,2900,1666,6800,78,2,2,7200,5700,255,128,0
986385,0.01,0.89,0,5.6,1,0.487,19,14,11,2,0,8690,0,18,20160824,334950,210,1,39400,6,5190,1,1440,0.45,1,0,7,0,7,0,5,6,10,0,0,6,0,0,55790,0,635,118,533,80,12,7,4,20,43217,4,15,16,501,76,55,48,1,16,5,11,1,2,16,78,20,2,3,360,43200,2300,74,11,12,4200,2081,25700,78,5,6,49200,15440,10,27,0
3152396,0.01,0.9,1500,0.62,0.95,0.355,15,27,10,3,0,19420,0,19,20160731,154300,138,0.3,30850,6,120,0.2,1420,0.4,3,27,27,27,27,1,0,3,3,204,6180,4,0,3310,30570,0,659,82,680,76,15,6,4,22,43216,6,10,17,671,75,30,30,1,11,5,6,1,2,11,31,0,1,0,353,43223,3100,73,6,6,5400,2400,6600,82,5,5,8400,5760,11,4,0
1726701,0.01,0.9,3500,0.6,0.91,0.519,19,31,8,2,1,69710,0,20,20160521,96840,231,0.55,18800,7,66730,0.2,1330,0.45,2,7,21,9,22,1,3,3,3,0,1560,6,0,430,13570,0,730,82,533,76,16,9,6,22,43222,9,18,21,491,72,13,13,2,4,0,4,0,0,3,15,3,1,1,351,43093,2100,73,4,4,2800,1950,0,0,0,0,0,0,5,134,0
1140139,0,1,2000,0.3,0.85,0.372,20,17,15,3,1,6850,0,33,20141225,175560,242,1,42320,6,5650,1,1370,0.45,1,0,9,0,9,0,1,2,2,0,0,3,0,0,6170,0,1243,91,667,73,21,9,7,29,43222,12,21,27,659,75,50,44,0,21,10,11,4,8,25,51,11,6,1,357,43219,2800,72,11,12,4600,1936,11300,79,10,11,22800,9010,5,8,0
3385458,0.01,0.93,9000,0.84,0.43,0.284,19,14,15,3,0,14320,0,13,20150904,154930,96,0.5,26240,4,2400,0.4,1400,0.45,1,13,14,13,23,0,0,3,36,0,1830,4,0,0,21460,0,990,87,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
1556308,0.05,0.95,100,0.59,0.61,0.266,23,23,17,4,0,16230,0,34,20130722,152160,199,0.65,9380,6,3740,0.3,680,0.65,1,13,13,13,13,0,1,4,7,314986,570,7,0,0,8310,0,1764,83,544,75,8,4,1,10,43207,6,7,9,501,73,42,38,8,12,3,9,0,1,6,56,39,0,0,360,43139,2400,72,9,10,3100,2077,13800,78,3,3,18000,7933,17,85,0
899633,0.02,0.98,2600,0.84,0.67,0.319,16,26,30,4,0,10780,0,51,20111108,129110,222,0.6,17330,7,3050,0.65,1050,0.3,3,13,26,13,26,0,3,3,3,0,1110,6,0,100,10080,0,2386,84,627,78,4,1,3,6,43157,0,1,4,600,77,18,17,0,7,4,3,0,0,5,21,1,0,0,330,43077,2500,75,3,3,3100,2100,6000,82,4,4,7200,6075,70,150,1
1198423,0,0.82,7000,0.81,1,0.552,20,10,10,4,0,27140,0,22,20160515,520980,274,0.25,65500,7,11500,0.1,1540,0.45,3,10,10,10,10,2,4,9,9,0,5260,7,0,830,51440,0,736,82,552,78,18,9,7,22,43226,7,13,19,519,73,73,61,2,20,7,13,6,12,40,65,32,4,4,352,43224,1600,71,13,14,5000,1900,12400,79,7,7,22800,9657,1,3,0
533786,0.01,0.94,0,1.31,0.65,0.275,15,27,22,3,0,15160,0,39,20130320,122040,159,0.55,20520,7,1210,0.3,1600,0.55,1,6,16,6,16,0,2,3,3,31,1040,3,0,1040,9140,0,1888,82,672,72,14,5,6,17,43219,8,11,14,661,76,21,21,0,11,3,8,1,2,5,20,2,1,0,360,43220,2800,74,8,8,4800,2125,13700,83,3,3,13800,13600,5,4,0
3405616,0.01,0.99,2400,0.43,0.92,0.377,19,27,16,1,1,58160,0,22,20160304,93890,179,0.3,20180,8,17450,0.15,1100,0.55,3,17,17,17,17,0,4,4,4,2439,2090,2,0,2090,13430,0,808,82,536,73,6,4,2,13,43222,5,9,10,490,72,32,24,5,9,6,3,0,2,9,32,22,0,0,327,43160,2500,67,3,3,3400,2066,6300,80,6,7,18000,8766,5,67,1
2546251,0,0.95,0,0.37,1,0.366,18,25,14,1,0,1700,0,13,20170228,173730,133,0.25,47300,6,2550,0.05,1280,0.5,1,4,14,4,14,1,2,3,3,963,1820,4,0,0,4330,0,447,84,517,70,7,3,4,8,43176,0,1,3,492,75,34,24,1,14,7,7,2,4,21,40,22,3,1,294,43202,2600,69,7,7,4000,1842,7000,79,7,9,14400,6942,51,25,0
463053,0.02,0.83,5000,0.83,0.86,0.227,16,57,22,3,0,5800,0,19,20160520,32750,102,0.5,3040,7,14120,0.4,1280,0.5,3,2,43,2,43,0,0,2,2,0,1680,3,0,1680,7850,0,731,85,623,68,4,2,1,9,43205,2,7,8,607,78,6,6,0,1,1,0,1,1,4,23,0,1,0,358,43219,0,0,0,0,0,0,9600,78,1,1,9600,9600,19,5,1
332261,0.02,0.98,0,2.19,0.65,0.575,17,15,9,3,0,10170,0,24,20150226,359780,269,0.4,46920,7,10090,0.1,1130,0.5,1,12,12,12,12,0,1,5,5,1063468,1230,9,0,0,24350,0,1180,83,594,77,34,17,11,46,43223,11,26,34,576,76,80,79,6,23,9,14,1,8,38,98,7,3,1,359,43204,2100,73,14,14,4300,1457,7400,80,9,10,14400,7800,1,20,0
259344,0.01,0.99,5000,1.29,0.71,0.151,16,47,81,3,1,13150,0,20,20151125,83470,77,0.9,10690,6,2330,1,1530,0.5,1,9,29,0,32,0,1,1,1,0,170,2,0,0,10530,0,908,89,521,78,8,2,2,9,43204,4,8,9,499,75,8,8,1,3,0,3,0,0,4,9,0,0,0,252,43076,3200,75,3,3,3700,2433,0,0,0,0,0,0,23,151,0
593372,0.03,0.97,800,1.03,0.9,0.527,21,9,8,4,0,13340,0,47,20131130,358520,333,0.35,40440,7,1870,0.1,950,0.55,1,6,6,7,7,1,9,9,9,3,1810,7,0,1460,32950,0,1633,82,559,79,7,5,2,8,43213,2,3,6,473,75,62,44,16,14,6,8,0,9,31,86,297,1,18,359,43189,2500,73,8,8,4900,1900,7100,79,6,7,10800,5400,14,38,1
872656,0.02,0.98,100,1.02,1,0.097,10,31,30,3,0,10070,0,11,20170408,23650,32,0.65,2950,7,200,0.65,1310,0.45,1,7,29,7,66,0,0,1,2,0,670,2,0,0,0,0,408,86,509,77,6,3,2,6,43190,0,3,3,478,79,18,6,8,5,4,1,2,3,10,8,153,0,29,351,43208,3400,76,1,1,3400,3400,8300,79,4,6,13200,8325,37,19,0
1345107,0.01,0.9,400,2.43,0.82,0.297,17,27,17,2,1,10240,0,18,20160515,116170,123,0.25,45550,7,5900,0.1,1230,0.5,3,7,17,7,17,0,0,2,2,0,5480,4,0,1680,19760,0,736,84,549,80,10,6,2,15,43204,4,6,10,494,76,17,16,2,11,6,5,0,1,8,22,5,1,0,343,43178,2200,74,5,5,2600,1640,3700,78,6,8,7200,3466,23,49,0
97151,0.03,0.97,0,4.99,1,0.122,12,87,26,3,0,6750,0,18,20160902,38440,80,0.9,4740,7,1800,1,870,0.6,3,0,62,0,62,0,0,4,4,0,180,2,0,180,6350,0,626,87,522,80,11,5,3,15,43207,5,8,12,466,76,5,2,1,4,2,2,0,1,4,2,9,0,0,322,43146,1000,71,2,2,1100,800,2400,81,2,3,3600,2550,20,81,0
1391211,0.01,0.99,1000,0.94,1,0.355,18,31,31,2,1,20610,0,13,20170214,180710,129,0.35,53390,9,4650,0.1,1180,0.5,1,5,8,7,9,1,0,4,4,475487,1960,5,0,0,9460,0,461,82,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
1630465,0.03,0.87,0,2,0.51,0.433,17,12,10,3,0,16810,0,23,20140603,288680,190,0.35,34950,8,740,0.1,1020,0.55,1,10,10,10,10,1,1,2,2,56477,890,8,0,200,10500,0,1448,82,528,79,8,6,2,9,43074,0,0,7,491,73,31,31,1,10,3,7,0,0,9,55,4,0,0,338,43116,3200,69,7,7,4300,1957,9100,78,3,3,9600,5333,150,108,0
2955189,0.04,0.96,300,0.7,1,0.136,12,31,30,3,0,9500,0,12,20170315,35300,49,0.5,8110,7,530,0.3,760,0.6,1,14,14,14,14,0,0,1,1,0,1020,2,0,1590,3600,0,432,85,642,73,2,1,1,2,43156,0,1,1,621,76,21,20,0,8,2,6,0,1,7,24,4,0,0,309,43174,1700,74,6,8,2800,1400,8400,85,2,2,8400,8400,71,53,0
2975787,0.01,0.95,300,0.03,1,0.541,17,14,8,2,0,27090,0,21,20160630,146820,237,0.5,34680,7,34290,0.2,1300,0.45,3,9,12,9,12,0,2,3,3,0,1020,3,0,0,16640,0,690,82,542,81,18,8,6,28,43225,8,11,16,507,76,45,43,3,18,9,9,1,3,14,50,12,1,0,353,43219,2800,75,9,10,5200,2188,7300,80,9,10,13200,5633,2,8,0
2689621,0.04,0.96,3000,0.89,0.62,0.387,15,61,30,2,0,9740,0,18,20151025,142330,140,0.4,27340,6,3130,0.15,840,0.6,3,10,10,10,10,1,2,9,9,879535,2280,4,0,80,6590,0,939,83,534,83,11,6,3,18,43201,1,4,13,488,77,47,44,2,18,6,12,0,0,18,57,19,0,0,314,43094,2000,76,12,13,3100,1666,4300,80,6,6,7800,4633,26,133,0
1454299,0.08,0.92,0,14.59,1,0.291,14,21,30,3,0,8320,0,17,20161030,86860,117,1,2990,6,3010,1,530,0.7,3,0,21,0,21,0,0,3,5,0,0,2,0,0,0,0,568,82,599,72,8,6,2,8,43220,2,2,7,582,75,22,20,2,7,4,3,1,2,9,31,7,0,0,316,43217,2400,69,3,3,3100,2200,9000,79,4,4,20400,10500,4,7,0
1075671,0.01,0.99,0,1.2,0.83,0.372,16,25,13,3,0,2400,0,19,20160423,131190,173,0.25,33110,8,4550,0.1,1020,0.55,3,7,22,7,22,0,4,4,7,652971,2320,3,0,0,13320,0,758,82,501,74,23,13,6,31,43211,6,20,29,482,75,62,47,1,19,9,10,2,8,28,60,47,6,6,355,43225,2700,74,10,11,4300,2280,8400,79,9,10,14400,7444,16,2,0
945444,0.01,0.94,20000,0.35,0.61,0.577,20,7,7,4,1,16700,0,50,20110508,612740,313,0.2,74980,7,16940,0.05,1060,0.45,1,5,5,5,5,4,2,2,2,69,4140,7,0,130,18020,0,2570,82,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
3271939,0.01,0.99,2000,0.47,0.57,0.209,18,38,37,2,0,11840,0,13,20160429,78480,72,0.5,9750,6,3980,0.4,930,0.55,1,10,34,10,34,0,1,4,5,868362,1810,3,0,0,2410,0,752,82,639,58,2,0,2,3,42990,0,0,0,623,78,14,12,0,7,4,3,1,2,4,9,5,0,1,291,43226,2300,72,3,3,2800,2166,14600,83,4,5,20400,11100,237,1,0
2654239,0.02,0.94,1000,2.87,1,0.402,19,16,14,2,1,12470,0,17,20161020,182180,160,0.3,11100,8,2180,0.1,1060,0.5,1,6,16,6,16,1,1,3,5,1031066,2210,6,0,0,3400,0,578,83,609,75,11,7,2,14,43205,2,7,8,582,76,34,31,1,13,5,8,3,3,7,34,6,3,0,341,43224,1800,72,8,9,3100,1750,11300,82,5,5,21600,11580,22,3,0
727245,0.02,0.98,0,0.56,0.72,0.58,17,14,11,4,0,5760,0,31,20140831,428480,285,0.35,29390,6,10370,0.05,1040,0.55,1,14,14,14,14,0,2,4,4,11,2090,6,0,1760,9110,0,1359,82,529,84,6,3,2,9,43177,0,1,6,489,76,48,42,1,15,6,9,0,0,17,52,14,0,0,359,43116,2200,73,9,9,3900,1933,9800,81,6,7,25800,9400,50,111,0
440474,0.01,0.99,0,0.64,0.76,0.413,13,27,12,3,0,8020,0,28,20150214,156580,199,0.45,19390,7,25990,0.65,1450,0.45,1,4,27,4,27,0,1,1,2,0,2160,6,0,500,23310,0,1192,84,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
1853400,0.01,0.96,4000,1.74,1,0.525,17,11,11,3,0,20450,0,17,20161015,336860,210,0.2,72900,6,4490,0.05,1090,0.5,1,4,5,4,5,0,0,1,1,2,2010,5,0,4290,29490,0,583,82,587,80,11,8,2,14,43221,3,12,14,566,76,46,45,1,12,7,5,1,4,17,58,4,0,0,359,43214,2900,72,5,5,3300,2360,14300,78,7,8,20400,9728,6,13,0
80019,0.06,0.94,100,0.48,0.73,0.115,14,83,78,3,1,4620,0,24,20150618,77410,79,0.55,3570,6,3530,0.4,730,0.7,3,16,24,16,24,0,0,0,0,11020,1730,2,0,130,6670,0,1068,83,653,74,9,4,4,10,43215,3,8,10,640,76,3,3,0,3,2,1,0,1,1,9,0,0,0,323,43192,600,70,1,1,600,600,3100,78,2,2,4800,3600,12,35,0
1322095,0.01,0.99,3300,1.35,1,0.066,10,40,30,3,0,8300,0,15,20161224,24750,32,0.9,730,6,610,1,1270,0.5,3,0,40,0,53,0,0,3,3,0,160,2,0,0,0,0,513,98,619,50,1,0,0,1,43204,1,1,1,592,77,5,5,0,3,1,2,0,0,1,5,1,0,0,343,43098,1800,78,2,2,2200,1400,2700,75,1,1,2700,2700,23,129,0
452595,0.05,0.95,0,0.78,0.52,0.063,10,31,30,2,0,10200,0,17,20150616,28990,31,0.85,5180,7,270,1,820,0.6,3,0,31,0,31,0,0,2,2,0,250,3,0,0,6280,0,1070,95,614,69,2,2,0,2,43050,0,0,1,590,76,3,2,0,3,0,3,0,0,2,3,2,0,0,186,43080,1000,76,3,3,1900,1033,0,0,0,0,0,0,177,147,0
1732545,0.02,0.98,5800,93.78,1,0.536,19,33,14,2,1,78360,0,14,20170106,234610,197,0.35,50120,7,35060,0.4,1250,0.5,3,9,11,9,11,0,1,3,3,0,4500,5,0,500,21240,0,500,82,648,74,24,7,8,32,43206,13,15,28,626,78,50,46,0,19,6,13,3,3,25,55,9,3,0,347,43212,1900,76,13,14,3700,1638,9800,80,6,6,20400,9250,21,15,0
3014088,0.07,0.93,100,0.38,0.72,0.103,12,68,57,2,0,12460,0,13,20160926,28350,34,0.7,2420,6,570,0.4,770,0.65,1,4,34,4,34,1,1,4,4,0,480,2,0,380,6610,0,602,83,616,81,7,1,3,10,43204,5,5,5,580,75,4,3,0,2,0,2,0,0,3,3,1,0,0,202,43086,2000,75,2,2,2300,1700,0,0,0,0,0,0,23,141,0
637738,0,0.05,0,0.36,0.7,0.338,18,21,16,4,0,65770,0,60,20110120,3072850,244,0.3,53530,7,78280,0.15,23140,0.05,1,10,21,10,21,1,1,1,1,2,3930,3,0,1840,76970,0,2678,82,637,72,13,9,3,16,43222,8,14,16,621,74,13,13,0,5,3,2,0,3,6,14,0,0,0,342,43170,2100,70,2,2,2800,1650,48900,77,3,3,57600,34700,2,54,0
3097041,0,1,0,0.87,0.15,0.055,6,32,31,2,0,11360,0,8,20130906,9090,14,1,2800,2,380,1,1290,0.5,1,0,32,0,32,0,4,4,4,0,0,1,0,0,0,0,1718,134,530,54,3,1,1,4,43223,3,3,3,489,78,11,7,1,4,1,3,0,0,6,7,13,0,0,279,43097,2000,78,3,4,2400,1933,4800,70,1,1,4800,4800,4,130,1
1643883,0.02,0.84,500,1.79,1,0.28,16,31,22,3,1,10180,0,14,20170127,150200,104,0.7,10860,5,4060,0.65,1060,0.5,1,13,31,13,31,0,1,1,2,0,550,4,0,0,7910,0,479,83,645,70,2,1,1,2,43208,1,1,1,614,76,17,17,0,9,5,4,0,0,6,25,1,1,0,343,43133,1500,75,4,4,1900,1425,25000,79,5,5,64800,22320,19,94,0
1624819,0.03,0.97,0,0.08,0.84,0.216,14,54,22,3,0,12300,0,27,20150725,40250,100,1,700,8,10100,1,1200,0.5,4,0,22,0,22,0,0,3,3,0,0,2,0,0,4320,0,1031,102,531,71,7,3,4,9,43214,4,6,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,13,4,0
3366537,0.01,0.99,1800,0.13,0.9,0.161,11,17,16,1,1,15300,0,9,20161129,43690,38,1,0,3,2760,1,1570,0.5,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,538,263,619,79,7,4,1,8,43204,2,5,6,590,73,13,12,0,5,1,4,0,0,1,16,4,0,0,321,43105,2200,72,4,4,2300,1975,2400,78,1,1,2400,2400,23,122,1
2786569,0.01,0.92,0,1.48,0.88,0.466,18,26,18,2,0,42360,0,23,20160101,332840,216,0.1,123520,6,4680,0.05,1180,0.5,1,2,7,2,7,3,5,5,5,128,3760,21,0,0,35770,0,871,82,642,75,11,6,4,16,43192,0,6,11,619,74,25,23,0,11,4,7,2,3,12,29,6,2,1,326,43210,1900,72,7,7,2800,1871,10300,81,4,4,19200,8350,35,17,1
1406657,0.01,0.99,0,0.31,1,0.375,16,21,11,3,0,11510,0,18,20160909,178850,153,0.35,20000,7,4960,0.05,1080,0.5,1,12,13,12,13,0,6,6,6,2519,1450,3,0,2470,7690,0,619,83,640,81,8,5,1,9,43195,0,6,6,619,76,29,29,0,12,4,8,0,3,10,42,2,0,0,360,43169,2300,71,8,8,3300,1737,15100,79,4,4,16800,11250,32,58,1
944624,0.04,0.9,0,1.61,0.72,0.627,33,14,12,2,1,23760,0,34,20140420,306940,311,0.1,73590,7,7410,0.05,940,0.5,1,5,11,5,11,5,2,15,15,36,10530,8,0,990,20080,0,1492,86,540,72,18,6,8,23,43206,6,7,14,483,77,51,43,4,28,10,18,0,0,11,52,24,0,0,354,43125,1900,77,18,20,5100,1922,9700,78,10,10,20400,10360,21,102,0
2863991,0.01,0.99,0,1.22,1,0.533,15,11,19,2,0,7500,0,10,20170513,158940,160,0.2,44720,4,11260,0.05,1140,0.55,1,5,6,5,6,0,6,6,6,87739,1870,3,0,260,6010,0,373,82,587,79,12,5,4,14,43217,1,3,6,570,70,61,57,1,12,4,8,3,9,30,68,7,3,0,299,43222,3400,68,8,9,4700,1837,11900,82,4,4,18000,9300,10,5,0
1009665,0.01,0.92,3000,1.36,0.93,0.608,25,12,8,2,0,3000,0,27,20151008,378400,294,0.25,86870,7,5520,0.05,1360,0.5,1,7,9,7,9,1,3,5,5,516714,1770,5,0,3350,60290,0,956,82,523,80,8,6,1,13,43206,3,10,12,491,76,56,52,4,20,7,13,0,1,16,75,36,1,1,353,43188,2200,75,13,13,3000,1938,6300,80,7,7,14400,6328,21,39,1
2876834,0.01,0.99,2500,0.69,0.53,0.505,21,36,24,3,0,14990,0,25,20140420,353830,198,0.3,79870,7,8990,0.05,1080,0.5,1,8,9,9,9,1,4,4,4,42,2150,12,0,2730,30500,0,1492,82,532,73,15,11,4,20,43211,3,8,13,493,77,63,59,1,29,11,18,0,0,27,100,9,0,0,346,43135,1600,74,18,19,2800,1533,9500,77,11,13,20400,7345,16,92,0
555524,0.01,0.97,900,0.09,0.78,0.572,23,19,13,2,1,39810,0,25,20150629,447620,287,0.3,123370,7,42380,0.05,1370,0.5,1,6,14,6,14,4,1,4,4,1842,4970,27,0,4210,49840,0,1057,113,543,77,7,5,2,10,43204,0,3,6,494,76,19,18,0,7,3,3,0,0,4,34,0,0,0,360,43223,2100,74,3,3,2300,0,0,78,3,3,20400,0,23,4,0
937796,0.01,0.99,2000,0.54,0.65,0.172,15,72,41,4,1,9410,0,31,20140314,60730,115,0.35,12310,5,1650,0.1,740,0.6,3,7,21,7,21,0,1,2,2,327035,1260,3,0,0,8340,0,1529,82,546,77,9,4,2,11,43224,7,9,10,504,74,14,11,2,7,4,3,1,1,8,19,6,2,0,336,43213,1300,71,3,3,1600,1166,10500,77,4,5,15600,6625,3,14,0
400441,0.03,0.97,1000,2.23,1,0.633,20,8,10,3,1,19390,0,18,20160901,300520,285,0.4,28870,6,490,0.1,990,0.55,1,8,8,8,8,0,4,4,6,604705,2020,8,0,340,19230,0,627,82,538,78,19,11,5,28,43213,7,15,18,488,74,71,54,10,28,4,24,0,1,22,66,71,0,3,335,43186,2200,73,24,25,5500,1870,2100,79,4,5,7200,2650,14,41,1
1295517,0.01,0.99,5500,0.83,1,0.327,19,29,21,4,1,10110,0,16,20161126,167990,145,0.45,24740,5,8370,0.3,1070,0.5,1,8,29,8,29,0,1,3,3,0,1540,3,0,860,8000,0,541,92,630,93,1,0,0,1,42888,0,0,0,604,76,15,15,0,8,2,6,0,0,2,15,1,0,0,359,43074,2700,75,6,6,3600,2316,4300,77,2,2,4800,4050,339,153,0
3054361,0.02,0.98,0,1.26,1,0.42,20,12,53,2,0,15780,0,10,20170506,158700,126,0.4,37810,6,1250,0.2,950,0.55,3,7,12,7,12,0,5,8,8,633067,2300,6,0,600,12390,0,380,83,536,78,15,8,7,18,43216,3,5,12,474,73,31,24,5,15,5,10,0,2,16,27,58,0,0,300,43169,1800,73,10,10,2500,1530,2900,72,5,6,5100,3260,11,58,1
